292782777;41.23587;-8.61495;-0.1503592;0.7197018
292782778;41.23563;-8.614895;-0.1503583;0.7196975
292782779;41.23546;-8.614813;-0.1503568;0.7196946
292782783;41.23426;-8.614174;-0.1503457;0.7196737
292782784;41.23377;-8.613917;-0.1503412;0.7196651
292782785;41.23367;-8.613866;-0.1503403;0.7196634
292782786;41.23357;-8.613817;-0.1503395;0.7196617
292782787;41.23346;-8.613763;-0.1503385;0.7196596
292782788;41.23299;-8.613503;-0.150334;0.7196515
292782789;41.23271;-8.61335;-0.1503313;0.7196466
292782790;41.23256;-8.613271;-0.1503299;0.719644
292782791;41.2325;-8.613239;-0.1503294;0.7196429
292782792;41.23232;-8.613212;-0.1503289;0.7196398
292782793;41.23221;-8.613215;-0.150329;0.7196379
292782794;41.23211;-8.613241;-0.1503294;0.719636
292782795;41.23185;-8.613287;-0.1503302;0.7196315
292782799;41.23105;-8.613421;-0.1503326;0.7196175
1295082357;41.23299;-8.612353;-0.1503139;0.7196515
1295082359;41.23312;-8.61237;-0.1503142;0.7196537
1295082360;41.2328;-8.61231;-0.1503132;0.7196481
1295082361;41.2326;-8.612246;-0.150312;0.7196447
1295082362;41.23321;-8.612337;-0.1503136;0.7196552
1295082363;41.23195;-8.612085;-0.1503092;0.7196333
1295082364;41.23172;-8.611954;-0.150307;0.7196292
1295082365;41.23328;-8.612308;-0.1503131;0.7196565
1295082367;41.23229;-8.612176;-0.1503108;0.7196392
1295082368;41.23174;-8.612004;-0.1503078;0.7196296
1295083212;41.23309;-8.611538;-0.1502997;0.7196532
1295083213;41.23233;-8.611297;-0.1502955;0.71964
1295083214;41.2319;-8.610833;-0.1502874;0.7196324
1295083215;41.23256;-8.611313;-0.1502958;0.7196439
1295083217;41.23265;-8.611302;-0.1502956;0.7196456
1295083218;41.23354;-8.613013;-0.1503254;0.7196609
1295083220;41.23313;-8.611608;-0.1503009;0.7196538
1295083221;41.23316;-8.611688;-0.1503023;0.7196544
1295083222;41.232;-8.610969;-0.1502898;0.7196341
1295083223;41.23328;-8.61213;-0.15031;0.7196565
1295083224;41.23283;-8.611329;-0.150296;0.7196487
1295083225;41.23279;-8.611307;-0.1502957;0.7196479
1295083226;41.23248;-8.611307;-0.1502957;0.7196425
1295083227;41.23274;-8.611302;-0.1502956;0.7196471
1295083228;41.23291;-8.611372;-0.1502968;0.71965
1295083229;41.23328;-8.613416;-0.1503325;0.7196565
1295083231;41.23194;-8.610899;-0.1502885;0.7196331
1295083237;41.2324;-8.611307;-0.1502957;0.7196412
1295083238;41.23347;-8.612842;-0.1503224;0.7196599
1295083239;41.23301;-8.611452;-0.1502982;0.7196518
1295083240;41.23337;-8.613271;-0.1503299;0.719658
1295083241;41.23217;-8.611145;-0.1502928;0.7196372
1520383503;41.23216;-8.612141;-0.1503102;0.7196369
1520383727;41.23237;-8.611302;-0.1502956;0.7196407
1520383994;41.23254;-8.613262;-0.1503298;0.7196437
1520384155;41.23265;-8.612866;-0.1503229;0.7196456
1520385047;41.23315;-8.613145;-0.1503277;0.7196543
1520385154;41.23321;-8.61185;-0.1503051;0.7196552
1520385168;41.23321;-8.613619;-0.150336;0.7196552
1520385292;41.23325;-8.613475;-0.1503335;0.7196561
1520385419;41.23332;-8.612289;-0.1503128;0.7196572
1520386955;41.23438;-8.612439;-0.1503154;0.7196757
1520387314;41.2345;-8.611659;-0.1503018;0.7196778
1520387638;41.23458;-8.612322;-0.1503134;0.7196792
1723836403;41.23363;-8.61384;-0.1503399;0.7196625
1723836406;41.23367;-8.613707;-0.1503375;0.7196633
1723836414;41.23385;-8.613501;-0.1503339;0.7196664
1723836416;41.23393;-8.613997;-0.1503426;0.7196678
1723836453;41.23388;-8.613666;-0.1503368;0.719667
1723836454;41.2335;-8.613585;-0.1503354;0.7196603
1865068717;41.23493;-8.614537;-0.150352;0.7196853
3127815808;41.23135;-8.613366;-0.1503316;0.7196229
3133922934;41.23315;-8.613586;-0.1503354;0.7196541
3171727265;41.23188;-8.61328;-0.1503301;0.7196321
3171727270;41.23336;-8.613545;-0.1503347;0.719658
3171727272;41.23392;-8.613847;-0.15034;0.7196677
