130219248;41.2238;-8.634307;-0.1506971;0.7194911
130219264;41.23827;-8.633954;-0.1506909;0.7197436
135809827;41.22023;-8.626987;-0.1505693;0.7194287
135809830;41.22084;-8.627018;-0.1505699;0.7194394
135809942;41.22472;-8.626237;-0.1505562;0.719507
135809944;41.22427;-8.626314;-0.1505576;0.7194993
135809963;41.22483;-8.630672;-0.1506336;0.7195089
135809966;41.22484;-8.629846;-0.1506192;0.7195092
135809969;41.22479;-8.629356;-0.1506107;0.7195083
135809971;41.22467;-8.628883;-0.1506024;0.7195061
135809973;41.22448;-8.628488;-0.1505955;0.7195029
135809974;41.22422;-8.628106;-0.1505889;0.7194984
135809975;41.22392;-8.627796;-0.1505834;0.7194932
135809976;41.22358;-8.627584;-0.1505798;0.7194871
135809980;41.22281;-8.627403;-0.1505766;0.7194738
135809982;41.22235;-8.627318;-0.1505751;0.7194657
135809987;41.22143;-8.627138;-0.150572;0.7194497
251059202;41.24088;-8.623734;-0.1505125;0.7197891
251059205;41.23621;-8.626621;-0.1505629;0.7197075
251059206;41.23531;-8.626908;-0.1505679;0.7196919
251059207;41.23413;-8.627053;-0.1505705;0.7196714
251059208;41.23248;-8.626899;-0.1505678;0.7196425
251059209;41.2292;-8.626554;-0.1505618;0.7195853
251059210;41.22626;-8.626217;-0.1505559;0.719534
264117349;41.24062;-8.557191;-0.1493511;0.7197846
264117350;41.24083;-8.558868;-0.1493804;0.7197883
264117352;41.24097;-8.560319;-0.1494057;0.7197908
264117353;41.24107;-8.5619;-0.1494333;0.7197924
264117354;41.24111;-8.563141;-0.149455;0.7197931
264117355;41.24106;-8.564317;-0.1494755;0.7197923
264117357;41.24086;-8.567058;-0.1495234;0.7197887
264117358;41.24068;-8.568311;-0.1495452;0.7197856
264117363;41.2399;-8.572584;-0.1496198;0.7197721
264117365;41.23949;-8.575176;-0.1496651;0.7197649
264117366;41.23946;-8.576409;-0.1496866;0.7197644
264117368;41.23945;-8.577801;-0.1497109;0.7197642
264117370;41.23944;-8.579212;-0.1497355;0.7197641
264117371;41.23938;-8.58039;-0.1497561;0.719763
264117372;41.23916;-8.581554;-0.1497764;0.7197591
264117373;41.23882;-8.582782;-0.1497978;0.7197531
264117374;41.23849;-8.583896;-0.1498172;0.7197475
264117375;41.23816;-8.585155;-0.1498392;0.7197416
264117376;41.23797;-8.586477;-0.1498623;0.7197383
264117378;41.23794;-8.587636;-0.1498825;0.7197379
264117379;41.23795;-8.589491;-0.1499149;0.7197379
264117380;41.23794;-8.591195;-0.1499446;0.7197379
264117381;41.23793;-8.59277;-0.1499721;0.7197376
264117385;41.23859;-8.597218;-0.1500497;0.7197492
264117386;41.23899;-8.598189;-0.1500667;0.7197562
264117387;41.23986;-8.600324;-0.150104;0.7197714
264117389;41.24007;-8.600919;-0.1501144;0.7197751
264117390;41.24022;-8.601488;-0.1501243;0.7197777
264117391;41.2403;-8.601938;-0.1501321;0.7197791
264117392;41.24037;-8.60243;-0.1501407;0.7197802
264117393;41.24042;-8.60306;-0.1501517;0.719781
264117394;41.24043;-8.603523;-0.1501598;0.7197813
264117397;41.24026;-8.605761;-0.1501989;0.7197784
264117399;41.23943;-8.614498;-0.1503514;0.7197638
264117402;41.23941;-8.615979;-0.1503772;0.7197636
264117404;41.23951;-8.616688;-0.1503896;0.7197652
264117405;41.24033;-8.619635;-0.150441;0.7197795
264117407;41.24162;-8.625493;-0.1505433;0.719802
264117412;41.2418;-8.629037;-0.1506051;0.7198052
264117413;41.24166;-8.629662;-0.150616;0.7198029
264117414;41.24148;-8.630229;-0.1506259;0.7197996
264117415;41.24097;-8.631442;-0.1506471;0.7197907
264117416;41.24076;-8.631873;-0.1506546;0.7197871
264117417;41.24051;-8.632455;-0.1506648;0.7197827
264117418;41.24029;-8.633083;-0.1506757;0.7197789
264117419;41.2401;-8.633927;-0.1506905;0.7197755
264118520;41.24109;-8.563596;-0.1494629;0.7197928
264119271;41.24;-8.633432;-0.1506818;0.7197738
264119276;41.24009;-8.633012;-0.1506745;0.7197753
264119277;41.24101;-8.630891;-0.1506375;0.7197915
264119278;41.24113;-8.630641;-0.1506331;0.7197934
264119279;41.24131;-8.630147;-0.1506245;0.7197967
264119280;41.24148;-8.62962;-0.1506153;0.7197996
264119281;41.24162;-8.628928;-0.1506032;0.7198021
264119286;41.24158;-8.626245;-0.1505564;0.7198014
264119288;41.24143;-8.62537;-0.1505411;0.7197987
264119289;41.24134;-8.62481;-0.1505313;0.7197973
264119290;41.24121;-8.624166;-0.1505201;0.7197949
264119291;41.2411;-8.623651;-0.1505111;0.7197931
264119292;41.24097;-8.623091;-0.1505013;0.7197907
264119293;41.2408;-8.622294;-0.1504874;0.7197877
264119298;41.23967;-8.618178;-0.1504156;0.719768
264119299;41.23933;-8.61682;-0.1503919;0.7197621
264119300;41.23923;-8.616069;-0.1503788;0.7197604
264119301;41.2392;-8.615414;-0.1503673;0.7197598
264119302;41.23923;-8.614729;-0.1503554;0.7197603
264119303;41.2393;-8.613831;-0.1503397;0.7197616
264119304;41.23936;-8.613076;-0.1503265;0.7197626
264119305;41.23978;-8.608851;-0.1502528;0.7197699
264119306;41.24023;-8.603657;-0.1501621;0.7197779
264119309;41.24023;-8.603418;-0.150158;0.7197779
264119310;41.24018;-8.602481;-0.1501416;0.7197769
264119311;41.24005;-8.601561;-0.1501255;0.7197746
264119312;41.23978;-8.600649;-0.1501096;0.71977
264119313;41.2397;-8.60045;-0.1501062;0.7197686
264119314;41.23933;-8.599461;-0.1500889;0.7197621
264119315;41.23891;-8.598419;-0.1500707;0.7197548
264119316;41.23865;-8.597842;-0.1500607;0.7197502
264119317;41.23827;-8.596938;-0.1500449;0.7197435
264119318;41.23801;-8.596136;-0.1500309;0.7197391
264119319;41.23787;-8.595263;-0.1500156;0.7197365
264119320;41.23777;-8.594488;-0.1500021;0.7197349
264119321;41.23774;-8.593731;-0.1499889;0.7197344
264119322;41.23774;-8.5928;-0.1499726;0.7197343
264119323;41.23775;-8.590711;-0.1499362;0.7197346
264119324;41.23776;-8.588507;-0.1498977;0.7197347
264119325;41.23778;-8.58759;-0.1498817;0.719735
264119326;41.23779;-8.586553;-0.1498636;0.7197352
264119327;41.23782;-8.586008;-0.1498541;0.7197358
264119328;41.23792;-8.585358;-0.1498428;0.7197375
264119329;41.23807;-8.584681;-0.1498309;0.7197402
264119330;41.23824;-8.584085;-0.1498206;0.7197431
264119331;41.23849;-8.58321;-0.1498053;0.7197474
264119332;41.23869;-8.58252;-0.1497932;0.7197509
264119333;41.23888;-8.581837;-0.1497813;0.7197542
264119334;41.23902;-8.581285;-0.1497717;0.7197567
264119335;41.23915;-8.58058;-0.1497594;0.719759
264119336;41.23922;-8.579997;-0.1497492;0.7197602
264119337;41.23926;-8.579317;-0.1497373;0.7197609
264119338;41.23927;-8.578702;-0.1497266;0.719761
264119339;41.23927;-8.578017;-0.1497146;0.7197611
264119340;41.23926;-8.577163;-0.1496997;0.7197608
264119341;41.23927;-8.576307;-0.1496848;0.7197611
264119342;41.23929;-8.575759;-0.1496752;0.7197614
264119343;41.2393;-8.575105;-0.1496638;0.7197616
264119344;41.23945;-8.57397;-0.149644;0.7197642
264119345;41.23978;-8.57237;-0.1496161;0.7197699
269522196;41.23059;-8.635568;-0.1507191;0.7196096
269522212;41.2263;-8.634615;-0.1507025;0.7195346
269522216;41.22554;-8.633366;-0.1506807;0.7195215
269522218;41.22509;-8.632537;-0.1506662;0.7195135
269522222;41.22488;-8.631772;-0.1506528;0.7195098
269522224;41.22484;-8.631397;-0.1506463;0.7195092
278724787;41.23045;-8.634516;-0.1507007;0.7196072
280205476;41.23754;-8.626201;-0.1505556;0.7197308
280205616;41.22983;-8.623631;-0.1505108;0.7195963
292275558;41.23092;-8.626719;-0.1505647;0.7196152
292275559;41.23119;-8.626603;-0.1505626;0.71962
292275560;41.23131;-8.626416;-0.1505594;0.7196221
292275561;41.23144;-8.626122;-0.1505542;0.7196244
292275563;41.23159;-8.626024;-0.1505525;0.719627
292275564;41.23186;-8.626057;-0.1505531;0.7196317
292279023;41.23254;-8.627808;-0.1505837;0.7196435
292279026;41.2325;-8.628752;-0.1506001;0.7196429
292279027;41.23259;-8.629025;-0.1506049;0.7196444
292279028;41.23273;-8.629202;-0.150608;0.7196469
292279029;41.23287;-8.629309;-0.1506099;0.7196493
292279030;41.23312;-8.629396;-0.1506114;0.7196537
292279031;41.23338;-8.629491;-0.150613;0.7196583
292279032;41.23394;-8.629727;-0.1506172;0.719668
292279034;41.2309;-8.626822;-0.1505665;0.719615
292279036;41.23119;-8.626916;-0.1505681;0.7196201
292279037;41.23135;-8.627136;-0.1505719;0.7196228
292279045;41.23142;-8.627423;-0.1505769;0.719624
292279047;41.23156;-8.627734;-0.1505824;0.7196264
292279048;41.23185;-8.627774;-0.1505831;0.7196316
292279456;41.23265;-8.62488;-0.1505325;0.7196454
292279457;41.23271;-8.62336;-0.150506;0.7196465
292279458;41.2327;-8.62314;-0.1505022;0.7196463
292279459;41.23266;-8.622899;-0.150498;0.7196456
292279461;41.23265;-8.622767;-0.1504957;0.7196454
292279462;41.23272;-8.621877;-0.1504801;0.7196466
292355479;41.23341;-8.620883;-0.1504628;0.7196588
292355483;41.23357;-8.620715;-0.1504599;0.7196615
292355485;41.23431;-8.62006;-0.1504484;0.7196744
292355487;41.23452;-8.619816;-0.1504442;0.7196782
292355488;41.23479;-8.619569;-0.1504399;0.7196829
292355489;41.2351;-8.619305;-0.1504352;0.7196882
292355490;41.23549;-8.618979;-0.1504295;0.719695
292355494;41.23552;-8.618931;-0.1504287;0.7196956
292355495;41.23571;-8.618752;-0.1504256;0.7196988
292355496;41.23584;-8.618592;-0.1504228;0.7197011
292355497;41.23594;-8.618409;-0.1504196;0.719703
292355498;41.23603;-8.618183;-0.1504157;0.7197044
292355499;41.23608;-8.617959;-0.1504118;0.7197053
292355500;41.23611;-8.617722;-0.1504076;0.7197059
292355501;41.23613;-8.617431;-0.1504025;0.7197063
292355502;41.23615;-8.617207;-0.1503986;0.7197067
292355512;41.23628;-8.615305;-0.1503654;0.7197089
292355514;41.23631;-8.614691;-0.1503547;0.7197093
292355590;41.23647;-8.612919;-0.1503238;0.7197122
292355608;41.23672;-8.609414;-0.1502626;0.7197165
292355610;41.23288;-8.621568;-0.1504747;0.7196495
292358191;41.23406;-8.621946;-0.1504814;0.7196701
292358192;41.23417;-8.621961;-0.1504816;0.719672
292358193;41.23505;-8.622019;-0.1504826;0.7196874
292358194;41.23618;-8.621976;-0.1504819;0.719707
292358195;41.23727;-8.621949;-0.1504814;0.7197261
292358196;41.23752;-8.621913;-0.1504808;0.7197305
292358197;41.23793;-8.621838;-0.1504795;0.7197376
292358201;41.23876;-8.621646;-0.1504761;0.7197521
292358202;41.23991;-8.621398;-0.1504718;0.7197723
292583150;41.23162;-8.626096;-0.1505538;0.7196275
292583188;41.23151;-8.626186;-0.1505554;0.7196255
